Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.1,0.6,C1,T3,NS002,BOC03,AGE04,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.9,5.6,C1,T3,NS002,BOC04,RAC02,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C1,T3,NS002,BOC03,AGE01,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.8,3.5,C1,T3,NS002,BOC01,OVR01,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.7,4,C1,T3,NS002,BOC03,AGE05,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.7,3.6,C1,T3,NS002,BOC04,RAC01,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.8,2.6,C1,T3,NS002,BOC02,GEN02,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.7,6.2,C1,T3,NS002,BOC04,RAC07,103,
2003,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,10.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],8.9,12.6,C1,T3,NS002,BOC03,AGE06,103,
2011,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C1,T6,NS003,BOC03,AGE01,104,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.7,3.6,C1,T3,NS002,BOC01,OVR01,101,
2000,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.3,3.9,C1,T6,NS003,BOC04,RAC04,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.2,1,C1,T3,NS002,BOC03,AGE04,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0,1.3,C1,T3,NS002,BOC03,AGE01,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,10.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],9,13.1,C1,T3,NS002,BOC03,AGE06,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,2.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.1,3.6,C1,T3,NS002,BOC03,AGE05,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.3,3.8,C1,T3,NS002,BOC04,RAC04,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,4.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.8,5.6,C1,T3,NS002,BOC02,GEN01,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,1.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.9,2.9,C1,T3,NS002,BOC04,RAC02,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.8,3.9,C1,T3,NS002,BOC04,RAC01,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,1.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.4,2.5,C1,T3,NS002,BOC02,GEN02,101,
2003,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.8,8.8,C1,T3,NS002,BOC04,RAC07,101,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,4.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.8,4.6,C1,T3,NS002,BOC01,OVR01,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,4.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.9,4.9,C1,T3,NS002,BOC04,RAC01,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.2,0.6,C1,T3,NS002,BOC03,AGE04,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,3.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.5,4.4,C1,T3,NS002,BOC04,RAC02,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.9,4.3,C1,T3,NS002,BOC04,RAC04,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.1,0.7,C1,T3,NS002,BOC03,AGE01,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,12.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],11.2,14.8,C1,T3,NS002,BOC03,AGE06,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,6.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],5.4,6.9,C1,T3,NS002,BOC02,GEN01,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,6.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.5,11,C1,T3,NS002,BOC04,RAC07,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.2,3,C1,T3,NS002,BOC02,GEN02,102,
2003,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,5.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],4.4,6.3,C1,T3,NS002,BOC03,AGE05,102,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,0.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0,0.3,C1,T3,NS002,BOC03,AGE01,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.2,3.7,C1,T3,NS002,BOC01,OVR01,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],4.6,5.4,C1,T3,NS002,BOC02,GEN01,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,2.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.7,2.8,C1,T3,NS002,BOC04,RAC04,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.9,2.4,C1,T3,NS002,BOC02,GEN02,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,3.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.3,4.9,C1,T3,NS002,BOC04,RAC07,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,3.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.7,4,C1,T3,NS002,BOC04,RAC02,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.3,4.2,C1,T3,NS002,BOC03,AGE05,0,
2014,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.9,,,2.6,3.4,C1,T6,NS003,BOC02,GEN02,102,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.2,0.4,C1,T3,NS002,BOC03,AGE04,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,11.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],10.5,12.4,C1,T3,NS002,BOC03,AGE06,0,
2003,US,United States,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.3,3.8,C1,T3,NS002,BOC04,RAC01,0,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.2,5,C1,T3,NS002,BOC02,GEN01,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,2.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.3,3.2,C1,T3,NS002,BOC01,OVR01,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,2.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.9,3.4,C1,T3,NS002,BOC03,AGE05,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.5,4.6,C1,T3,NS002,BOC04,RAC07,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0,0.2,C1,T3,NS002,BOC03,AGE04,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,10.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],8.5,12.4,C1,T3,NS002,BOC03,AGE06,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,1.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.1,2.6,C1,T3,NS002,BOC04,RAC04,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,4.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.4,7.7,C1,T3,NS002,BOC04,RAC02,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,2.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.3,3.3,C1,T3,NS002,BOC04,RAC01,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C1,T3,NS002,BOC03,AGE01,104,
2003,WEST,West,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,1.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.3,2.2,C1,T3,NS002,BOC02,GEN02,104,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Male,Percentage,%,4.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],4,5.6,C1,T3,NS002,BOC02,GEN01,103,
2014,SOU,South,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,2.9,,,2.6,3.2,C1,T6,NS003,BOC01,OVR01,102,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic Black,Percentage,%,4.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.9,6.6,C1,T3,NS002,BOC04,RAC02,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C1,T3,NS002,BOC03,AGE01,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,65+,Percentage,%,11.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],9.7,13.3,C1,T3,NS002,BOC03,AGE06,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Overall,Overall,Percentage,%,3.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.1,4,C1,T3,NS002,BOC01,OVR01,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,3.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],1.3,8.4,C1,T3,NS002,BOC04,RAC04,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.1,4.1,C1,T3,NS002,BOC04,RAC01,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Gender,Female,Percentage,%,2.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.1,3.2,C1,T3,NS002,BOC02,GEN02,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,2.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.7,6.2,C1,T3,NS002,BOC04,RAC07,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,4.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.3,5,C1,T3,NS002,BOC03,AGE05,103,
2004,MDW,Midwest,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,25-44,Percentage,%,0.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.3,0.9,C1,T3,NS002,BOC03,AGE04,103,
2004,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Hispanic,Percentage,%,1.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.8,4.1,C1,T3,NS002,BOC04,RAC04,101,
2004,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,45-64,Percentage,%,3.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],2.7,4.8,C1,T3,NS002,BOC03,AGE05,101,
2004,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Non-Hispanic White,Percentage,%,3.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],3.2,4.3,C1,T3,NS002,BOC04,RAC01,101,
2004,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Race,Other,Percentage,%,1.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],0.4,4.1,C1,T3,NS002,BOC04,RAC07,101,
2004,NRE,Northeast,NHIS,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (18+) (Percentage); NHIS,Age,18-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C1,T3,NS002,BOC03,AGE01,101,
