state,sale_start,sale_end,sale_key,revenue
Georgia,2014-08-09,2014-08-10,2289,1311.0
Texas,2014-05-11,2014-05-12,2290,1306.0
Indiana,2014-05-24,2014-05-27,2291,495.0
Missouri,2014-10-22,2014-10-24,2292,1067.0
Nebraska,2014-07-05,2014-07-06,2293,552.0
Oklahoma,2014-10-07,2014-10-07,2294,471.0
Louisiana,2014-11-15,2014-11-17,2295,1376.0
Florida,2014-12-20,2014-12-21,2296,778.0
Mississippi,2014-12-05,2014-12-08,2297,540.0
Idaho,2014-03-14,2014-03-16,2298,1610.0
New York,2014-12-26,2014-12-29,2299,574.0
New Mexico,2014-05-10,2014-05-10,2300,1122.0
Arkansas,2014-08-25,2014-08-25,2301,1187.0
Washington,2014-05-12,2014-05-15,2302,969.0
Indiana,2014-06-21,2014-06-22,2303,627.0
New York,2014-01-02,2014-01-02,2304,717.0
Iowa,2014-12-15,2014-12-17,2305,1179.0
New York,2014-04-09,2014-04-11,2306,702.0
Delaware,2014-09-07,2014-09-10,2307,793.0
New Mexico,2014-09-14,2014-09-17,2308,1104.0
Oklahoma,2014-02-19,2014-02-20,2309,415.0
Idaho,2014-10-25,2014-10-25,2310,1375.0
New Mexico,2014-09-30,2014-10-02,2311,1072.0
Oregon,2014-05-31,2014-06-03,2312,612.0
Oklahoma,2014-01-08,2014-01-10,2313,797.0
Texas,2014-06-24,2014-06-24,2314,1459.0
California,2014-04-19,2014-04-19,2315,689.0
Mississippi,2014-09-11,2014-09-13,2316,549.0
Indiana,2014-05-14,2014-05-14,2317,614.0
California,2014-05-20,2014-05-20,2318,713.0
Ohio,2014-05-02,2014-05-03,2319,535.0
California,2014-05-10,2014-05-11,2320,538.0
New Mexico,2014-08-27,2014-08-28,2321,1072.0
New York,2014-01-01,2014-01-04,2322,639.0
Delaware,2014-07-29,2014-07-29,2323,950.0
Missouri,2014-09-10,2014-09-12,2324,1161.0
Iowa,2014-09-29,2014-09-29,2325,1050.0
Texas,2014-12-23,2014-12-26,2326,1040.0
Nebraska,2014-05-28,2014-05-29,2327,684.0
Kansas,2014-04-13,2014-04-13,2328,1165.0
Florida,2014-07-25,2014-07-25,2329,897.0
Idaho,2014-12-09,2014-12-10,2330,1325.0
Montana,2014-03-14,2014-03-16,2331,808.0
Illinois,2014-06-28,2014-06-30,2332,1402.0
Oregon,2014-11-02,2014-11-02,2333,691.0
Maine,2014-07-12,2014-07-12,2334,203.0
Iowa,2014-11-04,2014-11-05,2335,1084.0
California,2014-02-11,2014-02-14,2336,663.0
Florida,2014-08-03,2014-08-05,2337,735.0
Nebraska,2014-10-31,2014-11-02,2338,822.0
Missouri,2014-09-16,2014-09-17,2339,953.0
Alaska,2014-01-08,2014-01-09,2340,688.0
Illinois,2014-12-19,2014-12-20,2341,1248.0
Missouri,2014-12-13,2014-12-13,2342,924.0
California,2014-10-27,2014-10-29,2343,466.0
Missouri,2014-09-12,2014-09-15,2344,1211.0
Washington,2014-10-18,2014-10-20,2345,830.0
Maine,2014-02-20,2014-02-20,2346,503.0
Washington,2014-11-20,2014-11-21,2347,821.0
Nevada,2014-01-10,2014-01-11,2348,455.0
Maine,2014-03-22,2014-03-23,2349,98.0
Georgia,2014-12-02,2014-12-04,2350,1171.0
Alaska,2014-07-26,2014-07-27,2351,551.0
Maine,2014-02-10,2014-02-11,2352,499.0
New York,2014-06-08,2014-06-09,2353,933.0
Oklahoma,2014-03-21,2014-03-23,2354,704.0
Missouri,2014-03-23,2014-03-24,2355,1156.0
Georgia,2014-11-23,2014-11-25,2356,1261.0
Georgia,2014-09-02,2014-09-03,2357,1181.0
Mississippi,2014-01-08,2014-01-08,2358,782.0
Texas,2014-05-11,2014-05-14,2359,1167.0
New York,2014-01-12,2014-01-15,2360,894.0
Maine,2014-01-08,2014-01-10,2361,372.0
Washington,2014-07-02,2014-07-04,2362,960.0
Oregon,2014-02-16,2014-02-17,2363,676.0
New York,2014-09-01,2014-09-04,2364,793.0
Oregon,2014-07-13,2014-07-13,2365,794.0
Texas,2014-11-30,2014-11-30,2366,1101.0
Montana,2014-08-29,2014-08-31,2367,857.0
Kansas,2014-08-16,2014-08-17,2368,1277.0
Iowa,2014-09-10,2014-09-11,2369,1166.0
Nebraska,2014-07-15,2014-07-18,2370,694.0
New Mexico,2014-12-02,2014-12-05,2371,1013.0
Nebraska,2014-07-05,2014-07-08,2372,719.0
Mississippi,2014-04-26,2014-04-29,2373,703.0
New Mexico,2014-03-08,2014-03-08,2374,1390.0
Missouri,2014-06-26,2014-06-26,2375,1319.0
Alaska,2014-01-14,2014-01-15,2376,683.0
Arkansas,2014-09-12,2014-09-14,2377,1198.0
Maine,2014-08-08,2014-08-09,2378,386.0
Missouri,2014-06-13,2014-06-15,2379,1155.0
Indiana,2014-02-19,2014-02-21,2380,518.0
Louisiana,2014-11-02,2014-11-05,2381,1292.0
Maine,2014-03-11,2014-03-13,2382,392.0
Alaska,2014-01-03,2014-01-04,2383,752.0
Iowa,2014-11-18,2014-11-20,2384,1079.0
Washington,2014-07-27,2014-07-30,2385,858.0
Texas,2014-04-02,2014-04-02,2386,1267.0
Arkansas,2014-11-12,2014-11-15,2387,1153.0
California,2014-06-02,2014-06-03,2388,725.0
Montana,2014-07-28,2014-07-28,2389,751.0
Nevada,2014-10-13,2014-10-13,2390,389.0
Alaska,2014-02-07,2014-02-09,2391,727.0
Kansas,2014-11-12,2014-11-13,2392,1183.0
Alaska,2014-06-19,2014-06-22,2393,520.0
Washington,2014-11-06,2014-11-07,2394,875.0
Idaho,2014-11-06,2014-11-08,2395,1283.0
Maine,2014-06-21,2014-06-22,2396,572.0
Oklahoma,2014-02-06,2014-02-08,2397,454.0
Oklahoma,2014-04-09,2014-04-09,2398,498.0
Illinois,2014-07-25,2014-07-26,2399,1574.0
Idaho,2014-10-28,2014-10-28,2400,1234.0
Illinois,2014-12-08,2014-12-09,2401,1385.0
Texas,2014-11-18,2014-11-20,2402,1170.0
Missouri,2014-05-13,2014-05-15,2403,1260.0
California,2014-01-05,2014-01-08,2404,706.0
Ohio,2014-11-27,2014-11-28,2405,715.0
Arkansas,2014-06-28,2014-06-29,2406,1407.0
New Mexico,2014-05-20,2014-05-21,2407,1157.0
Nebraska,2014-10-18,2014-10-20,2408,651.0
Washington,2014-04-22,2014-04-22,2409,1196.0
Montana,2014-12-08,2014-12-09,2410,804.0
Missouri,2014-08-22,2014-08-23,2411,1024.0
Missouri,2014-05-31,2014-06-02,2412,1321.0
Alaska,2014-04-06,2014-04-09,2413,772.0
Washington,2014-08-20,2014-08-23,2414,849.0
Ohio,2014-08-14,2014-08-16,2415,666.0
Nebraska,2014-03-12,2014-03-14,2416,986.0
Iowa,2014-06-20,2014-06-22,2417,1017.0
Oklahoma,2014-05-11,2014-05-11,2418,600.0
Ohio,2014-05-06,2014-05-07,2419,684.0
Nevada,2014-05-21,2014-05-21,2420,530.0
Ohio,2014-07-09,2014-07-11,2421,671.0
Maine,2014-02-25,2014-02-25,2422,232.0
Oklahoma,2014-08-06,2014-08-09,2423,316.0
Kansas,2014-11-09,2014-11-09,2424,947.0
Oregon,2014-05-16,2014-05-16,2425,877.0
Iowa,2014-12-05,2014-12-07,2426,1131.0
Montana,2014-11-27,2014-11-29,2427,807.0
Nevada,2014-06-29,2014-06-29,2428,402.0
Illinois,2014-10-14,2014-10-17,2429,1497.0
Texas,2014-11-17,2014-11-20,2430,1246.0
Delaware,2014-06-10,2014-06-12,2431,866.0
Alaska,2014-04-26,2014-04-29,2432,771.0
Alaska,2014-09-23,2014-09-25,2433,646.0
New Mexico,2014-06-01,2014-06-04,2434,1141.0
Alaska,2014-03-03,2014-03-04,2435,741.0
New York,2014-10-13,2014-10-13,2436,639.0
Arkansas,2014-07-29,2014-08-01,2437,1347.0
Oregon,2014-07-08,2014-07-11,2438,736.0
Oklahoma,2014-06-04,2014-06-07,2439,553.0
Texas,2014-08-07,2014-08-09,2440,1126.0
Idaho,2014-08-14,2014-08-17,2441,1249.0
Mississippi,2014-04-17,2014-04-18,2442,650.0
Oregon,2014-09-27,2014-09-30,2443,813.0
Oregon,2014-08-06,2014-08-07,2444,551.0
Kansas,2014-07-14,2014-07-16,2445,1155.0
Iowa,2014-07-17,2014-07-20,2446,1290.0
New York,2014-07-01,2014-07-04,2447,641.0
Washington,2014-07-20,2014-07-22,2448,997.0
Texas,2014-11-26,2014-11-27,2449,1050.0
Oregon,2014-07-01,2014-07-03,2450,772.0
Nevada,2014-02-05,2014-02-07,2451,219.0
Alaska,2014-07-31,2014-08-01,2452,603.0
New York,2014-08-11,2014-08-14,2453,795.0
Alaska,2014-06-27,2014-06-28,2454,548.0
Georgia,2014-09-25,2014-09-27,2455,1371.0
Maine,2014-02-05,2014-02-07,2456,364.0
New Mexico,2014-10-31,2014-11-01,2457,1187.0
Arkansas,2014-07-22,2014-07-22,2458,1322.0
New York,2014-01-23,2014-01-26,2459,815.0
Nevada,2014-03-25,2014-03-27,2460,558.0
New York,2014-03-19,2014-03-20,2461,844.0
Florida,2014-07-30,2014-08-01,2462,954.0
New York,2014-07-10,2014-07-13,2463,747.0
Mississippi,2014-03-28,2014-03-30,2464,608.0
Kansas,2014-06-20,2014-06-22,2465,1307.0
Montana,2014-03-26,2014-03-29,2466,1234.0
California,2014-03-14,2014-03-17,2467,680.0
Delaware,2014-05-10,2014-05-10,2468,953.0
Georgia,2014-04-15,2014-04-18,2469,1304.0
Georgia,2014-07-14,2014-07-15,2470,1367.0
California,2014-02-25,2014-02-26,2471,852.0
Indiana,2014-02-12,2014-02-13,2472,597.0
Kansas,2014-04-14,2014-04-17,2473,1474.0
Texas,2014-07-26,2014-07-27,2474,1366.0
Maine,2014-05-07,2014-05-07,2475,294.0
Washington,2014-12-05,2014-12-07,2476,728.0
Florida,2014-06-28,2014-06-30,2477,869.0
New York,2014-07-30,2014-08-02,2478,719.0
Kansas,2014-11-27,2014-11-27,2479,1117.0
Nebraska,2014-06-10,2014-06-10,2480,805.0
Nevada,2014-06-27,2014-06-27,2481,627.0
Oklahoma,2014-05-30,2014-06-01,2482,455.0
Florida,2014-08-26,2014-08-27,2483,844.0
Texas,2014-04-08,2014-04-08,2484,1496.0
Nebraska,2014-02-04,2014-02-07,2485,668.0
Nevada,2014-07-27,2014-07-28,2486,376.0
Missouri,2014-11-27,2014-11-27,2487,1208.0
Oregon,2014-01-12,2014-01-15,2488,850.0
Nebraska,2014-02-10,2014-02-10,2489,1016.0
Washington,2014-11-25,2014-11-27,2490,887.0
Iowa,2014-04-06,2014-04-06,2491,1251.0
New York,2014-04-21,2014-04-21,2492,985.0
Washington,2014-08-21,2014-08-24,2493,1015.0
Alaska,2014-09-19,2014-09-22,2494,588.0
Alaska,2014-01-01,2014-01-01,2495,608.0
Nebraska,2014-05-25,2014-05-26,2496,633.0
Illinois,2014-09-10,2014-09-12,2497,1257.0
Louisiana,2014-11-15,2014-11-15,2498,1343.0
Alaska,2014-04-03,2014-04-04,2499,783.0
Oregon,2014-09-29,2014-09-30,2500,705.0
Arkansas,2014-08-10,2014-08-12,2501,1304.0
Oklahoma,2014-03-13,2014-03-15,2502,561.0
Arkansas,2014-09-30,2014-10-02,2503,1228.0
Ohio,2014-01-29,2014-01-30,2504,665.0
Delaware,2014-06-19,2014-06-21,2505,1168.0
New York,2014-06-28,2014-07-01,2506,788.0
California,2014-08-06,2014-08-09,2507,557.0
Louisiana,2014-09-03,2014-09-05,2508,1461.0
California,2014-04-13,2014-04-14,2509,546.0
Indiana,2014-03-05,2014-03-05,2510,673.0
California,2014-01-18,2014-01-21,2511,583.0
Louisiana,2014-10-22,2014-10-24,2512,1321.0
Oregon,2014-03-04,2014-03-07,2513,815.0
Georgia,2014-07-07,2014-07-08,2514,1336.0
Oklahoma,2014-10-20,2014-10-20,2515,528.0
Oklahoma,2014-03-21,2014-03-24,2516,543.0
Georgia,2014-11-08,2014-11-08,2517,1293.0
Mississippi,2014-07-01,2014-07-02,2518,638.0
Oklahoma,2014-03-21,2014-03-22,2519,659.0
Washington,2014-08-17,2014-08-20,2520,952.0
Iowa,2014-08-08,2014-08-08,2521,1100.0
Illinois,2014-08-15,2014-08-15,2522,1371.0
Mississippi,2014-10-06,2014-10-06,2523,565.0
New York,2014-10-26,2014-10-28,2524,659.0
New York,2014-02-15,2014-02-17,2525,920.0
New York,2014-03-22,2014-03-22,2526,801.0
New York,2014-01-15,2014-01-18,2527,694.0
New Mexico,2014-07-11,2014-07-14,2528,1318.0
Alaska,2014-03-08,2014-03-08,2529,694.0
California,2014-01-08,2014-01-08,2530,782.0
Ohio,2014-04-13,2014-04-14,2531,708.0
Texas,2014-08-06,2014-08-09,2532,1193.0
Nebraska,2014-02-10,2014-02-13,2533,782.0
Oregon,2014-12-08,2014-12-09,2534,512.0
Delaware,2014-04-21,2014-04-22,2535,837.0
Maine,2014-04-29,2014-04-30,2536,280.0
Kansas,2014-06-21,2014-06-21,2537,1248.0
Illinois,2014-05-25,2014-05-25,2538,1352.0
Iowa,2014-08-19,2014-08-22,2539,1338.0
Nebraska,2014-03-18,2014-03-21,2540,862.0
Kansas,2014-09-04,2014-09-05,2541,1176.0
New York,2014-07-01,2014-07-02,2542,783.0
Ohio,2014-01-02,2014-01-04,2543,813.0
Missouri,2014-08-08,2014-08-10,2544,1189.0
Mississippi,2014-04-23,2014-04-23,2545,571.0
Nebraska,2014-06-11,2014-06-13,2546,764.0
Maine,2014-07-01,2014-07-02,2547,504.0
Indiana,2014-02-12,2014-02-13,2548,496.0
Iowa,2014-07-16,2014-07-19,2549,1167.0
Florida,2014-11-18,2014-11-21,2550,823.0
Ohio,2014-04-16,2014-04-17,2551,681.0
Kansas,2014-05-01,2014-05-04,2552,1274.0
Washington,2014-10-18,2014-10-18,2553,918.0
Nevada,2014-06-19,2014-06-19,2554,376.0
Georgia,2014-06-25,2014-06-27,2555,1175.0
Oregon,2014-01-20,2014-01-20,2556,714.0
New Mexico,2014-04-19,2014-04-22,2557,1305.0
Washington,2014-08-26,2014-08-27,2558,1001.0
Indiana,2014-01-20,2014-01-20,2559,560.0
Illinois,2014-12-22,2014-12-24,2560,1368.0
Delaware,2014-04-30,2014-05-02,2561,902.0
Kansas,2014-07-05,2014-07-06,2562,1145.0
Mississippi,2014-10-29,2014-11-01,2563,669.0
Alaska,2014-07-20,2014-07-20,2564,537.0
California,2014-10-20,2014-10-23,2565,668.0
Washington,2014-09-05,2014-09-05,2566,765.0
Oklahoma,2014-01-06,2014-01-09,2567,578.0
Mississippi,2014-04-14,2014-04-17,2568,689.0
Delaware,2014-11-05,2014-11-05,2569,949.0
Idaho,2014-04-03,2014-04-03,2570,1398.0
Louisiana,2014-08-21,2014-08-23,2571,1514.0
Idaho,2014-10-26,2014-10-28,2572,1221.0
Oregon,2014-01-03,2014-01-04,2573,689.0
Nebraska,2014-02-22,2014-02-24,2574,934.0
California,2014-01-11,2014-01-11,2575,827.0
Montana,2014-11-30,2014-12-02,2576,826.0
Kansas,2014-08-01,2014-08-04,2577,1250.0
Alaska,2014-07-16,2014-07-17,2578,632.0
Oklahoma,2014-04-24,2014-04-24,2579,550.0
Louisiana,2014-12-23,2014-12-25,2580,1290.0
Oregon,2014-02-11,2014-02-14,2581,794.0
Ohio,2014-03-25,2014-03-27,2582,754.0
Missouri,2014-07-20,2014-07-23,2583,1141.0
Maine,2014-09-14,2014-09-17,2584,317.0
Oklahoma,2014-01-26,2014-01-26,2585,562.0
Delaware,2014-07-24,2014-07-24,2586,906.0
Washington,2014-10-24,2014-10-25,2587,822.0
New York,2014-05-14,2014-05-15,2588,793.0
Maine,2014-01-31,2014-01-31,2589,312.0
Maine,2014-05-05,2014-05-05,2590,151.0
Missouri,2014-07-02,2014-07-05,2591,1178.0
Iowa,2014-06-13,2014-06-16,2592,1209.0
Montana,2014-01-11,2014-01-12,2593,871.0
Louisiana,2014-03-21,2014-03-24,2594,1494.0
Idaho,2014-11-13,2014-11-16,2595,1200.0
New Mexico,2014-10-23,2014-10-23,2596,1077.0
Arkansas,2014-01-16,2014-01-18,2597,1445.0
Washington,2014-02-03,2014-02-05,2598,949.0
Louisiana,2014-10-09,2014-10-11,2599,1217.0
Oregon,2014-07-12,2014-07-15,2600,691.0
Ohio,2014-10-10,2014-10-11,2601,626.0
New Mexico,2014-10-18,2014-10-20,2602,1208.0
Georgia,2014-11-08,2014-11-09,2603,1237.0
Florida,2014-08-11,2014-08-12,2604,950.0
Mississippi,2014-10-30,2014-10-30,2605,634.0
New Mexico,2014-09-16,2014-09-19,2606,1079.0
Oregon,2014-05-31,2014-05-31,2607,746.0
Arkansas,2014-09-03,2014-09-05,2608,1146.0
New Mexico,2014-11-28,2014-11-28,2609,1027.0
New York,2014-07-29,2014-07-29,2610,674.0
Oregon,2014-07-09,2014-07-12,2611,851.0
Montana,2014-03-08,2014-03-09,2612,891.0
Florida,2014-07-08,2014-07-10,2613,911.0
Missouri,2014-12-25,2014-12-27,2614,1014.0
California,2014-02-09,2014-02-11,2615,602.0
Missouri,2014-11-15,2014-11-18,2616,1109.0
Alaska,2014-06-17,2014-06-19,2617,638.0
Delaware,2014-12-12,2014-12-12,2618,911.0
Nebraska,2014-04-19,2014-04-21,2619,654.0
Nebraska,2014-08-06,2014-08-07,2620,837.0
Florida,2014-10-25,2014-10-26,2621,1003.0
Alaska,2014-03-26,2014-03-27,2622,666.0
Washington,2014-10-02,2014-10-02,2623,962.0
Montana,2014-09-08,2014-09-11,2624,810.0
Texas,2014-11-24,2014-11-24,2625,1259.0
Texas,2014-11-27,2014-11-30,2626,1104.0
Indiana,2014-08-18,2014-08-19,2627,640.0
Missouri,2014-02-08,2014-02-08,2628,1267.0
Texas,2014-08-13,2014-08-14,2629,1138.0
New York,2014-01-22,2014-01-22,2630,636.0
Oklahoma,2014-04-28,2014-05-01,2631,396.0
New Mexico,2014-11-11,2014-11-11,2632,1041.0
Delaware,2014-04-15,2014-04-15,2633,951.0
Indiana,2014-07-22,2014-07-23,2634,546.0
Nevada,2014-04-25,2014-04-25,2635,461.0
Louisiana,2014-10-22,2014-10-23,2636,1239.0
Oklahoma,2014-07-30,2014-07-30,2637,534.0
Kansas,2014-04-12,2014-04-15,2638,1375.0
Florida,2014-06-23,2014-06-24,2639,1034.0
Oklahoma,2014-02-20,2014-02-21,2640,587.0
Montana,2014-03-17,2014-03-20,2641,954.0
Kansas,2014-10-27,2014-10-28,2642,1129.0
Alaska,2014-01-10,2014-01-10,2643,817.0
Mississippi,2014-02-04,2014-02-05,2644,600.0
Oklahoma,2014-05-31,2014-06-03,2645,496.0
Louisiana,2014-08-24,2014-08-25,2646,1513.0
Maine,2014-04-19,2014-04-20,2647,281.0
Louisiana,2014-07-06,2014-07-07,2648,1524.0
Alaska,2014-04-21,2014-04-21,2649,713.0
Maine,2014-06-09,2014-06-11,2650,522.0
Missouri,2014-12-08,2014-12-09,2651,1110.0
Nebraska,2014-04-06,2014-04-09,2652,776.0
New Mexico,2014-05-21,2014-05-21,2653,1142.0
Louisiana,2014-09-05,2014-09-06,2654,1469.0
Illinois,2014-12-17,2014-12-17,2655,1282.0
Texas,2014-10-10,2014-10-12,2656,1218.0
New Mexico,2014-04-01,2014-04-02,2657,1322.0
Missouri,2014-09-28,2014-09-30,2658,1142.0
Florida,2014-04-02,2014-04-02,2659,1053.0
New Mexico,2014-08-05,2014-08-08,2660,1143.0
Missouri,2014-12-07,2014-12-07,2661,1100.0
Montana,2014-10-05,2014-10-06,2662,744.0
Missouri,2014-11-14,2014-11-16,2663,1066.0
Oregon,2014-01-19,2014-01-21,2664,819.0
Iowa,2014-02-12,2014-02-14,2665,1331.0
Alaska,2014-04-22,2014-04-24,2666,677.0
Washington,2014-05-19,2014-05-19,2667,751.0
Iowa,2014-12-06,2014-12-08,2668,1051.0
Nebraska,2014-11-01,2014-11-02,2669,651.0
Montana,2014-07-29,2014-07-31,2670,903.0
Mississippi,2014-05-01,2014-05-02,2671,598.0
New York,2014-05-04,2014-05-05,2672,814.0
Maine,2014-07-30,2014-07-30,2673,401.0
Georgia,2014-09-05,2014-09-07,2674,1190.0
Washington,2014-09-17,2014-09-20,2675,785.0
Mississippi,2014-05-02,2014-05-02,2676,594.0
Mississippi,2014-06-18,2014-06-20,2677,700.0
Ohio,2014-11-08,2014-11-08,2678,595.0
Alaska,2014-07-22,2014-07-22,2679,518.0
Delaware,2014-08-23,2014-08-25,2680,920.0
Alaska,2014-11-14,2014-11-14,2681,467.0
Texas,2014-08-02,2014-08-05,2682,1196.0
Montana,2014-11-09,2014-11-09,2683,793.0
Kansas,2014-11-05,2014-11-08,2684,970.0
New Mexico,2014-11-25,2014-11-25,2685,1101.0
Georgia,2014-06-10,2014-06-11,2686,1194.0
New York,2014-05-07,2014-05-07,2687,560.0
Nevada,2014-06-12,2014-06-15,2688,320.0
Delaware,2014-07-23,2014-07-25,2689,934.0
Ohio,2014-02-03,2014-02-06,2690,698.0
Texas,2014-11-08,2014-11-09,2691,1061.0
Indiana,2014-12-10,2014-12-12,2692,624.0
Ohio,2014-05-01,2014-05-01,2693,591.0
Montana,2014-12-26,2014-12-26,2694,858.0
Montana,2014-06-02,2014-06-05,2695,921.0
Florida,2014-07-08,2014-07-09,2696,911.0
New York,2014-06-18,2014-06-20,2697,827.0
Maine,2014-07-07,2014-07-10,2698,372.0
Florida,2014-05-26,2014-05-29,2699,860.0
Oregon,2014-02-22,2014-02-24,2700,672.0
Nevada,2014-02-13,2014-02-16,2701,486.0
Georgia,2014-04-25,2014-04-28,2702,1303.0
Ohio,2014-03-03,2014-03-06,2703,822.0
Nevada,2014-07-18,2014-07-20,2704,487.0
California,2014-05-26,2014-05-26,2705,690.0
Alaska,2014-01-14,2014-01-14,2706,674.0
Georgia,2014-12-04,2014-12-05,2707,1200.0
Kansas,2014-09-18,2014-09-21,2708,1081.0
Montana,2014-01-28,2014-01-28,2709,988.0
Oklahoma,2014-01-01,2014-01-01,2710,647.0
New York,2014-10-12,2014-10-12,2711,573.0
Nebraska,2014-02-14,2014-02-16,2712,708.0
Arkansas,2014-05-21,2014-05-21,2713,1182.0
New Mexico,2014-03-28,2014-03-28,2714,1272.0
Indiana,2014-01-25,2014-01-26,2715,505.0
Alaska,2014-05-11,2014-05-14,2716,593.0
New Mexico,2014-10-09,2014-10-09,2717,1198.0
Oklahoma,2014-03-07,2014-03-08,2718,528.0
Iowa,2014-07-01,2014-07-03,2719,1327.0
Texas,2014-10-24,2014-10-25,2720,1119.0
Louisiana,2014-06-27,2014-06-29,2721,1430.0
Missouri,2014-03-15,2014-03-17,2722,1328.0
California,2014-04-21,2014-04-22,2723,664.0
Oklahoma,2014-03-22,2014-03-24,2724,588.0
Texas,2014-12-13,2014-12-13,2725,1095.0
Iowa,2014-05-30,2014-05-30,2726,1014.0
Alaska,2014-05-27,2014-05-27,2727,701.0
Nevada,2014-04-17,2014-04-18,2728,422.0
Iowa,2014-07-06,2014-07-08,2729,1134.0
Idaho,2014-09-07,2014-09-08,2730,1308.0
Washington,2014-09-15,2014-09-16,2731,692.0
California,2014-04-04,2014-04-04,2732,669.0
Nebraska,2014-04-08,2014-04-10,2733,927.0
Georgia,2014-07-17,2014-07-19,2734,1119.0
Ohio,2014-03-07,2014-03-08,2735,662.0
Alaska,2014-09-20,2014-09-22,2736,652.0
Montana,2014-09-18,2014-09-18,2737,826.0
Iowa,2014-07-08,2014-07-11,2738,1177.0
Ohio,2014-09-13,2014-09-13,2739,588.0
Arkansas,2014-09-05,2014-09-05,2740,1230.0
California,2014-06-01,2014-06-04,2741,783.0
Iowa,2014-09-26,2014-09-29,2742,1065.0
Florida,2014-06-10,2014-06-10,2743,796.0
Arkansas,2014-07-14,2014-07-15,2744,1216.0
Oregon,2014-08-07,2014-08-09,2745,720.0
Montana,2014-03-29,2014-03-29,2746,955.0
Oregon,2014-07-16,2014-07-16,2747,799.0
Washington,2014-07-28,2014-07-30,2748,792.0
Maine,2014-02-23,2014-02-23,2749,542.0
Oregon,2014-10-17,2014-10-20,2750,734.0
Oregon,2014-05-10,2014-05-12,2751,801.0
Alaska,2014-01-18,2014-01-20,2752,584.0
Washington,2014-12-10,2014-12-10,2753,847.0
Ohio,2014-01-09,2014-01-12,2754,708.0
Illinois,2014-12-06,2014-12-09,2755,1384.0
New Mexico,2014-09-21,2014-09-24,2756,1249.0
Indiana,2014-04-26,2014-04-29,2757,446.0
Missouri,2014-01-25,2014-01-25,2758,1295.0
Alaska,2014-08-09,2014-08-09,2759,719.0
Montana,2014-08-23,2014-08-24,2760,873.0
Iowa,2014-11-09,2014-11-11,2761,1037.0
Oklahoma,2014-05-28,2014-05-29,2762,805.0
Louisiana,2014-02-07,2014-02-08,2763,1680.0
Alaska,2014-04-02,2014-04-03,2764,709.0
Idaho,2014-05-24,2014-05-25,2765,1609.0
Louisiana,2014-12-25,2014-12-26,2766,1326.0
Missouri,2014-12-01,2014-12-04,2767,1107.0
Mississippi,2014-03-18,2014-03-18,2768,864.0
California,2014-05-18,2014-05-18,2769,528.0
New York,2014-09-13,2014-09-16,2770,678.0
Washington,2014-07-13,2014-07-16,2771,874.0
Illinois,2014-09-08,2014-09-08,2772,1425.0
Delaware,2014-12-11,2014-12-12,2773,866.0
Louisiana,2014-08-08,2014-08-11,2774,1295.0
Georgia,2014-11-26,2014-11-29,2775,1172.0
New Mexico,2014-12-25,2014-12-25,2776,974.0
Nevada,2014-02-24,2014-02-27,2777,523.0
Missouri,2014-12-10,2014-12-12,2778,1052.0
New Mexico,2014-06-11,2014-06-11,2779,1193.0
Washington,2014-11-03,2014-11-04,2780,827.0
New Mexico,2014-11-10,2014-11-13,2781,1041.0
New York,2014-02-17,2014-02-19,2782,829.0
Idaho,2014-11-16,2014-11-17,2783,1395.0
Missouri,2014-04-09,2014-04-11,2784,1180.0
Ohio,2014-03-16,2014-03-17,2785,775.0
Delaware,2014-04-23,2014-04-25,2786,1123.0
Oregon,2014-04-13,2014-04-15,2787,816.0
Delaware,2014-12-18,2014-12-20,2788,769.0
Illinois,2014-06-12,2014-06-13,2789,1399.0
Missouri,2014-03-16,2014-03-17,2790,1159.0
Indiana,2014-08-17,2014-08-18,2791,464.0
Florida,2014-05-18,2014-05-20,2792,865.0
Ohio,2014-07-22,2014-07-22,2793,548.0
New York,2014-10-12,2014-10-14,2794,777.0
Indiana,2014-12-08,2014-12-09,2795,445.0
Delaware,2014-11-20,2014-11-20,2796,862.0
Kansas,2014-12-07,2014-12-08,2797,1147.0
California,2014-07-26,2014-07-26,2798,762.0
California,2014-01-08,2014-01-11,2799,746.0
Indiana,2014-08-14,2014-08-17,2800,569.0
Florida,2014-09-25,2014-09-28,2801,788.0
New Mexico,2014-10-29,2014-11-01,2802,1272.0
Kansas,2014-07-25,2014-07-28,2803,1079.0
Nevada,2014-10-05,2014-10-08,2804,388.0
Delaware,2014-11-23,2014-11-26,2805,813.0
California,2014-04-10,2014-04-12,2806,745.0
Iowa,2014-09-12,2014-09-15,2807,1295.0
Ohio,2014-07-05,2014-07-06,2808,539.0
Oregon,2014-07-02,2014-07-04,2809,650.0
Maine,2014-03-11,2014-03-14,2810,356.0
Kansas,2014-02-28,2014-03-03,2811,1462.0
Montana,2014-03-13,2014-03-14,2812,913.0
Illinois,2014-08-29,2014-09-01,2813,1433.0
New Mexico,2014-07-30,2014-07-30,2814,1177.0
Kansas,2014-08-26,2014-08-27,2815,1177.0
Alaska,2014-04-17,2014-04-17,2816,558.0
Arkansas,2014-11-18,2014-11-20,2817,1175.0
Oklahoma,2014-03-31,2014-04-03,2818,592.0
Idaho,2014-06-02,2014-06-02,2819,1391.0
Oklahoma,2014-04-22,2014-04-24,2820,495.0
Illinois,2014-02-22,2014-02-24,2821,1606.0
